Date,Title,Content
2024-07-02,Bitwise CEO Announces $40 Million Inflow Into Bitcoin Spot ETF,"According to Odaily, Bitwise CEO Hunter Horsley announced on platform X that the company's Spot ETF (BITB) saw an inflow of approximately $40 million on Monday. This significant inflow indicates a strong interest in the Bitcoin Spot ETF from investors. The Bitcoin Spot ETF, known as BITB, is a financial product offered by Bitwise, a leading name in the cryptocurrency industry. The ETF allows investors to gain exposure to Bitcoin without the need to directly own the cryptocurrency. Hunter Horsley's announcement underscores the growing popularity of such financial products in the cryptocurrency market. The substantial inflow into BITB is a testament to the increasing confidence of investors in and related financial products. This development is a positive sign for the cryptocurrency market, indicating a robust demand for Bitcoin-based financial products."
2024-07-02,Bitcoin's Volatility Index Hits Lowest Since February Amid Price Drop,"According to CoinDesk, Deribit's DVOL index, which gauges volatility expectations, has dropped to its lowest level since early February. This decrease in volatility, coupled with a price drop, indicates a lack of demand for options. A resurgence in BTC's price to $70,000 could potentially boost the DVOL index. In the stock market, corrections are usually accompanied by an increase in metrics like the VIX index, which measures volatility expectations. However, this is not the case in the bitcoin market, despite the fact that cryptocurrency prices are often positively correlated with technology stocks. For example, bitcoin's price has fallen 10% from over $70,000 in the past four weeks. During this time, Deribit's bitcoin volatility index DVOL has decreased from an annualized 53% to 42%, marking its lowest point since early February. Implied volatility is positively influenced by the demand for options or derivative contracts. These contracts give the buyer the right to purchase or sell the underlying asset at a predetermined price at a future date. The decrease in the DVOL index amid the price correction suggests a calm market environment, with investors less likely to panic or seek out protective puts or hedging bets. David Brickell, head of international distribution at Toronto-based crypto platform FRNT Financial, explains that the market has been range-bound with low realized volatility since started to decline from its highs. He notes a lack of appetite to buy volatility into the summer months, and in the absence of real demand, the market drops lower. Volatility selling is a common crypto strategy where investors sell or write options in a dull market, thereby lowering implied volatility. The seller receives a premium for promising to compensate the buyer in case of wild price swings. According to Brickell, a renewed upswing in BTC to levels above $70,000 will likely revive demand for options and boost the DVOL implied volatility index. BTC's price has been positively correlated with the DVOL index throughout this bull cycle."
2024-07-02,"Bitcoin Still in Bull Market Despite Corrections, Says CryptoQuant CEO","According to U.Today, Ki Young Ju, the CEO of cryptocurrency analytics firm CryptoQuant, has stated that , the leading cryptocurrency, remains in a bull market. This assertion comes despite the cryptocurrency experiencing several significant corrections in this cycle. Currently, Bitcoin is down 14% from its all-time high of $73,737, achieved in March following the successful introduction of several exchange-traded funds. Ju referred to the current price action as 'boring,' suggesting it offers an investment opportunity. He believes this is an optimal time for large investors, or 'whales,' to begin accumulating the cryptocurrency. A chart provided by Ju indicates that Bitcoin is currently experiencing very low market activity, as shown by the Garman-Klass Realized Volatility indicators. As of the latest data, Bitcoin reached an intraday high of $63,694 and is currently trading at $63,182, marking a 2.8% increase over the past 24 hours. Travis Kling from Ikigai Asset Management has recently stated that the recent correction in 's price is understandable due to concerns over supply overhang. However, several respected analysts believe that Bitcoin has not yet reached its peak. Tom Lee from Fundstrat, for example, maintains his prediction of a $150,000 price for Bitcoin. Similarly, Peter Brandt, a well-known commodity trader, has predicted that Bitcoin could reach $150,000 during this cycle. Despite this, Brandt also acknowledges the possibility that Bitcoin may not reach a new peak and could potentially drop to the $55,000 level."
2024-07-02,"Bitcoin's Current Value is 'Incredibly Undervalued', Says JAN3 CEO Samson Mow","According to U.Today, Samson Mow, CEO of JAN3 and a prominent advocate, has expressed his views on the current value of Bitcoin (BTC). This comes as Bitcoin, the world's largest cryptocurrency, briefly surpassed the $63,000 mark before falling back down. In the last 24 hours, BTC has fluctuated from $61,825 to $63,600, marking an approximate 3% increase. At present, Bitcoin is trading at $62,710. Mow, who is also a Bitcoin maximalist, took to social media to share his perspective on BTC's current value, based on his own criteria. He referenced 'Omega Law' to assert that Bitcoin is 'incredibly undervalued' at present. The term 'Omega' refers to 'Omega candles', which Mow anticipates will propel BTC to $1 million virtually overnight, 'soon'. His definition of 'soon' encompasses this year or the next, as per his recent tweets where he claimed that BTC is on track to reach $1 million. Mow's prediction is grounded in the observation that spot ETFs have been actively accumulating Bitcoin since mid-January, following approval from the SEC. Companies such as BlackRock, Fidelity, VanEck, and Grayscale were among those that received approval. According to Mow, the creation of these ETFs resulted in a demand shock for Bitcoin, while the fourth BTC halving in April led to a supply shock. He believes that when these two 'Bitcoin shocks' intersect, the price will surge past $1 million. In addition to Bitcoin, these companies have also filed to launch spot exchange-traded funds. The SEC granted initial approval in late May, with the final approval expected to be announced on July 2. This has generated anticipation within the crypto community, similar to the excitement that preceded the approval of Bitcoin ETF trading."
2024-07-02,Bitcoin Miners Sell Over 2300 BTC In Past 72 Hours,"According to BlockBeats, miners have sold more than 2300 BTC in the past 72 hours, which is approximately valued at 145 million US dollars. This significant transaction indicates the current market dynamics and the behavior of Bitcoin miners. The sale of such a large amount of Bitcoin within a short period is noteworthy. It reflects the miners' perspective on the market and their strategies. However, the specific reasons behind this massive sale remain unknown. It could be due to various factors such as market conditions, miners' financial needs, or strategic decisions. This event is a part of the larger market and contributes to its volatility. It is crucial for investors and market participants to keep track of such significant transactions as they can influence the market trends. The sale of over 2300 BTC by miners is a significant event that could potentially impact the Bitcoin market."
2024-07-02,Bitcoin ETFs Account for 66% of Assets Despite Making Up Only 3% of Total ETFs Launched in First Half of 2024,"According to Odaily, Eric Balchunas, an ETF analyst, has reported that in the first half of 2024, 296 ETFs were launched. Among these, ETFs accounted for only 3%, which is approximately nine in number. However, despite their small number, these Bitcoin ETFs made up a significant 66% of the total assets. Furthermore, they accounted for about 75% of the organic traffic. Balchunas shared this information on the X platform. The data highlights the growing influence and popularity of Bitcoin ETFs in the financial market. Despite being a small fraction of the total ETFs launched, they have managed to capture a significant portion of the market in terms of assets and organic traffic. This trend indicates a strong interest and trust in ETFs among investors. It also suggests that Bitcoin ETFs are becoming a preferred investment option, despite the volatility often associated with cryptocurrencies. The high percentage of organic traffic also implies that these ETFs are attracting a lot of attention and interest from potential investors."
2024-07-01,Bitcoin Custody Firm Casa Co-Founder Reveals Significant Bitcoin Holdings,"According to BlockBeats, Jameson Lopp, the co-founder of custody company Casa, has shared some intriguing information about Bitcoin holdings on social media. He revealed that out of the top 100 Bitcoin addresses, 44 have never recorded any outgoing transactions. These 44 addresses collectively hold a staggering 1,350,707 Bitcoins, valued at 85 billion USD. Lopp's revelation provides a glimpse into the concentration of Bitcoin wealth. The fact that these addresses have not recorded any outgoing transactions suggests that the owners are holding onto their Bitcoins, possibly anticipating future value appreciation. This could be an indication of the confidence these holders have in the long-term potential of Bitcoin. However, it's important to note that while these figures are significant, they do not necessarily represent the overall distribution of wealth. Many Bitcoin owners use multiple addresses for security and privacy reasons, so the actual number of individuals or entities behind these 44 addresses is unknown. Despite this, the information shared by Lopp offers valuable insights into the behavior of large-scale Bitcoin holders."
2024-07-01,"Bitcoin Predicted To Reach $150,000, Says Fundstrat Co-Founder Tom Lee","According to BlockBeats, Fundstrat's co-founder Tom Lee has reiterated his prediction that will reach $150,000. He also stated that the decade-long mystery surrounding Mt. Gox will be resolved in the second half of the year. In a previous report, Lee had stated in May that Fundstrat believes Bitcoin is still in the early stages of an upward cycle. Therefore, the idea that Bitcoin could reach $150,000 this year is still within the basic assumptions of the institution. Lee pointed out that this prediction is based on macroeconomic changes in the United States."
2024-07-01,"Bitcoin's Programmability to Influence Runes and Inscriptions, Says Ordinals Founder Casey","According to Odaily, Ordinals founder Casey has stated on platform X that runes and inscriptions will have programmability similar to . This implies that improvements to Bitcoin's expressiveness will also impact the performance of runes and inscriptions. For instance, OP_CHECKTEMPLATEVERIFY will allow public coin minting to be organized into OP_CTV trees, which will expand into UTXO subpages containing runes. This will enable users to obtain runes or conduct transactions that are not mined and do not pay any fees, thereby necessitating users to bid for participation in public coin minting and pay fees to acquire runes. SIGHASH_GROUP will allow for more flexible use of signatures to commit a group of inputs and outputs. It will permit the sale of variable quantities of runes from a single UTXO without the need for splitting, as users can commit to input UTXO, output runes, and payment output. This also makes it easier to elevate runes to the lightning network for some mysterious technical reasons. The standardization of the Taproot signature appendix, which carves out unstructured data, will allow for the creation of inscriptions in a single transaction, rather than requiring a commitment transaction and a reveal transaction. There are more new features to look forward to in the future."
2024-07-01,Bitcoin Evangelist Michael Saylor Encourages Buying Amid Price Surge,"According to U.Today, Michael Saylor, the cofounder and executive chairman of MicroStrategy and a well-known advocate, has used the X social media platform to comment on Bitcoin's recent nearly 5% surge. Over the past 24 hours, Bitcoin has regained the $63,000 level and even briefly surged above $63,560. Saylor encouraged bullishness on Bitcoin, addressing the global BTC community. Saylor responded to the sudden BTC price increase with a message urging the cryptocurrency community to sell U.S. dollars and buy Bitcoin. He tweeted the words 'Sell' and 'Buy.' The initials of these words, 'S' and 'B,' symbolize the U.S. dollar and the world's leading digital currency, respectively. Last week, fell from the $64,470 level, dropping by a significant 7%. The gradual recovery began on Friday, with BTC rebounding and staging a 3.35% recovery, surging to $61,980 by Sunday. The next increase pushed the largest cryptocurrency back above $63,000 and up over $63,500. Currently, Bitcoin is trading at $63,200. However, with the Mt. Gox crypto exchange set to start paying out BTC to investors this week, JP Morgan analysts expect a massive sell-off to begin. The exchange is expected to pay out $9 billion worth of Bitcoin. In other news, a recent report by the @lookonchain analytics account revealed that on June 28, spot Bitcoin ETFs saw a cumulative inflow of more than $36.5 million in crypto; nine ETFs added approximately 596 BTC. The Invesco Galaxy ETF witnessed the largest inflow – 152 BTC, followed by Bitwise Bitcoin ETF with 131 BTC, and the Fidelity exchange-traded fund with 109 BTC. The lowest inflow was seen by Ark Invest, which accommodated 30 BTC. Bitcoin ETFs have been dominating the market since mid-January when the U.S. SEC regulator granted approval to spot BTC funds, allowing them to begin trading. These ETFs have been accumulating Bitcoin daily. Before the halving in the second part of April, the ETFs scooped up more than 10,000 BTC per day."
2024-07-01,BitAcross Announces Testing of Bitcoin Asset Cross-Chain Bridge,"According to Odaily, BitAcross, a ecosystem project, has announced the launch of its Bitcoin asset cross-chain bridge on the testnet. It is reported that BitAcross is built on Bitlayer and is supported by . The project aims to enhance the interoperability of Bitcoin assets across different blockchain networks. The testnet launch is a significant step towards achieving this goal. Further details about the project's progress and future plans were not disclosed in the announcement."
2024-07-01,"Bitcoin Drops Below 63000 USDT Again, 24H Increase Narrows To 2.2%","According to Odaily, the latest market data shows that (BTC) has once again fallen below the 63000 USDT mark, currently standing at 62864.5 USDT. The 24-hour increase has also narrowed down to 2.2%. This marks another fluctuation in the cryptocurrency market, which has seen a series of ups and downs in recent times. Bitcoin, the world's largest cryptocurrency by market capitalization, has been experiencing significant volatility, with its value oscillating around the 63000 USDT mark. The recent drop is part of this ongoing trend. Despite the drop, the 24-hour increase remains positive, albeit at a reduced rate of 2.2%. This suggests that while the cryptocurrency has experienced a dip, it is still showing signs of growth within the 24-hour period. The cryptocurrency market is known for its volatility, and Bitcoin is no exception. Investors and traders are advised to keep a close eye on market trends and make informed decisions based on the latest data."
2024-07-01,"Bitcoin(BTC) Surpasses 63,000 USDT with a 2.19% Increase in 24 Hours","On Jul 01, 2024, 15:12 PM(UTC). According to Binance Market Data, has crossed the 63,000 USDT benchmark and is now trading at 63,001.300781 USDT, with a narrowed 2.19% increase in 24 hours."
2024-07-01,"Bitcoin Hits Record High, Up 48.46% in First Half of 2024","According to BlockBeats, started the year at $42,258 and reached a historic high of $73,787.1 in March 2024. This significant increase was influenced by major events such as the approval of Bitcoin spot ETF by the U.S. SEC and the Bitcoin halving. However, the price of Bitcoin has since corrected and is currently trading at $62,768.1. Despite this correction, Bitcoin has seen an overall increase of 48.46% in the first half of 2024."
2024-07-01,Bitcoin Volatility Index BitVol Rises To 46.4,"According to BlockBeats, the BitVol index, launched by financial index company T3 Index in collaboration with options trading platform LedgerX, rose to 46.4 on July 1, marking a single-day increase of 1.05%. The BitVol index measures the expected implied volatility derived from the tradable option prices. Implied volatility refers to the volatility implied by the actual option price. It is the volatility inferred by substituting the actual option price and other parameters, excluding volatility σ, into the B-S option pricing formula. The actual price of an option is formed by the competition among many option traders. Therefore, implied volatility represents the market participants' views and expectations for the future of the market, and is considered to be the closest to the real volatility at that time."
2024-07-01,"Bitcoin Tops Poll as Most Important Event, Reveals Dell CEO","According to Odaily, Michael Dell, the CEO of Dell Group, has announced the results of a community poll on platform X. The poll, which received over 64,000 votes, aimed to identify the 'most important thing'. emerged as the top choice, securing 43.1% of the votes. Coming in second place was 'love and interpersonal relationships', which garnered 39.2% of the votes. Artificial Intelligence (AI) was ranked third, receiving 9.3% of the total votes. The poll results highlight the growing significance of Bitcoin in the eyes of the public, surpassing even personal relationships and AI in perceived importance."
2024-07-01,Bitcoin Spot ETFs Increase Holdings by 526 BTC,"According to BlockBeats, on July 2nd, Lookonchain monitoring reported that nine spot ETFs increased their holdings by 526 BTC, equivalent to approximately 33 million USD. Grayscale, one of the ETFs, reduced its holdings by 198 BTC, which is approximately 12.4 million USD. Currently, Grayscale holds 275,758 BTC, equivalent to about 17.34 billion USD. On the other hand, BlackRock, another ETF, increased its holdings by 1,366 , approximately 85.9 million USD. At present, BlackRock holds 306,979 BTC, equivalent to about 19.3 billion USD."
2024-07-01,Bitfarms Reports 21% Monthly Increase in Bitcoin Mining Output Despite Production Cuts,"According to Odaily, Bitfarms, a mining company, has released its monthly production report. The report reveals that the company's mining output for June was 189 BTC, a 21% increase from the 156 BTC mined in May. However, this figure represents a 51% decrease compared to the same period last year. The report also noted that production cuts in Argentina and shutdowns in Quebec have reduced the total output. However, a 0.8% decrease in network difficulty compared to May has somewhat offset this impact. Despite the challenges, Bitfarms has managed to increase its monthly output, demonstrating resilience in the face of adversity."
2024-07-01,"Bitcoin(BTC) Surpasses 63,000 USDT with a 0.11% Increase in 24 Hours","On Jul 01, 2024, 23:17 PM(UTC). According to Binance Market Data, has crossed the 63,000 USDT benchmark and is now trading at 63,001.109375 USDT, with a narrowed 0.11% increase in 24 hours."
2024-07-01,"Bitcoin (BTC) Surpasses 63,000 USDT with a 3.28% Increase in 24 Hours","On Jul 01, 2024, 01:06 AM (UTC). According to Binance Market Data, (BTC) has crossed the 63,000 USDT benchmark and is now trading at 63,025.300781 USDT, with a narrowed 3.28% increase in 24 hours."
2024-07-01,"Short-Term Bitcoin Holders Face Potential Losses, Increasing Sell-Off Pressure","According to Odaily, data from LookIntoBitcoin reveals that the total cost basis for short-term holders, those who have held for no more than 155 days, stands at $65,000. This suggests that these holders are currently facing losses or holding loss positions, and may attempt to exit the market under loss or break-even conditions, potentially increasing sell-off pressure around the $65,000 mark. An analyst from Blockware Intelligence stated in a recent newsletter, 'For the first time since August 2023, the Bitcoin price has fallen below the total cost basis of short-term holders. In the short term, we expect some resistance around approximately $65,000, as short-term market speculators may wish to exit their positions at the 'break-even' level.' The analyst added, 'Last summer, when Bitcoin lost the price support level realized by STH (short-term holders), the price stagnated for two months before breaking through again.' Meanwhile, long-term holders have a strong incentive to maintain or increase their reserves, as their average cost is less than $20,000, nearly 70% lower than the current market price of ."
2024-06-30,Author Of 'Rich Dad Poor Dad' Warns Against Investing In Bitcoin ETFs,"According to Odaily, Robert Kiyosaki, the author of 'Rich Dad Poor Dad', has issued a warning against investing in Exchange Traded Funds (ETFs). He expressed a preference for investing in actual Bitcoin, referring to Bitcoin ETFs as 'fake Bitcoin'. Kiyosaki recently revealed that he purchases Bitcoin every month, adhering to Warren Buffet's buy-and-hold strategy. He did not provide further details about his investment strategy or the amount of Bitcoin he purchases each month. His warning against ETFs comes amidst a growing trend of investors turning to these financial products as a way to gain exposure to the cryptocurrency market without the need to directly own or manage the digital assets. However, Kiyosaki's comments suggest that he believes direct investment in Bitcoin provides a more authentic and potentially more profitable experience for investors."
2024-06-30,Binance Market Update (2024-06-30),"The global cryptocurrency market cap now stands at $2.34T, up by 3.11% over the last day, according to CoinMarketCap data. has traded between $60,712 and $61,782 over the past 24 hours. As of 09:30 AM (UTC) today, BTC is trading at $61,678, up by 1.24%. Most major cryptocurrencies by market cap are trading mixed. Market outperformers include , , and , up by 32%, 12%, and 8%, respectively. Top stories of the day: Market movers: : $3398 (+0.19%) : $577.4 (+1.05%) : $141.51 (-0.33%) : $0.4751 (-0.15%) : $0.12318 (-0.42%) : $0.3886 (-1.52%) : $28.44 (+0.71%) : $0.12539 (+0.30%) : $0.00001713 (+0.29%) : $61622.14 (+0.96%) Top gainers on Binance: (+32%) (+12%) (+8%)"
2024-06-30,Billionaire Investor Peter Thiel Believes Bitcoin's Major Price Increases Are Over,"According to U.Today, billionaire investor Peter Thiel has shared his views on the current state of , suggesting that a significant part of its potential value has already been realized. Thiel does not anticipate any substantial price increases for Bitcoin from its current position. He expressed his belief that the days of significant price surges for Bitcoin might be behind us. Thiel also expressed regret for not purchasing more Bitcoin earlier and voiced skepticism about the cryptocurrency's future, particularly in the context of the rise of decentralized computing. He highlighted the FBI's preference for criminals to use Bitcoin over traditional fiat money like $100 bills, emphasizing the traceability of the digital currency. Thiel argues that this makes it more difficult for Bitcoin to gain acceptance as a mainstream financial asset. Thiel made a noteworthy comment when he suggested that large financial firms like BlackRock and its CEO Larry Fink had co-opted . While institutional involvement has lent legitimacy to Bitcoin, Thiel believes it may have strayed from its original ideals of financial autonomy and decentralization. He suggested that Bitcoin's revolutionary decentralized nature may be losing its initial allure. He noted that traditional financial institutions have potentially undermined Bitcoin's potential as a groundbreaking financial technology, and he has less confidence in the cryptocurrency's ability to play a significant role in a decentralized future. Despite acknowledging Bitcoin's volatility and the potential for some upward movement, Thiel warned that any opportunities for would come with significant risks. He predicted that while Bitcoin's value could still increase somewhat, it would be a volatile and unpredictable journey."
2024-06-30,"Bitcoin(BTC) Surpasses 62,000 USDT with a 1.58% Increase in 24 Hours","On Jun 30, 2024, 18:57 PM(UTC). According to Binance Market Data, has crossed the 62,000 USDT benchmark and is now trading at 62,009.988281 USDT, with a narrowed 1.58% increase in 24 hours."
2024-06-30,"Bitcoin(BTC) Surpasses 61,000 USDT with a 0.31% Increase in 24 Hours","On Jun 30, 2024, 06:53 AM(UTC). According to Binance Market Data, has crossed the 61,000 USDT benchmark and is now trading at 61,000 USDT, with a narrowed 0.31% increase in 24 hours."
2024-06-30,"Bitcoin Trading Activity Declines Amid Market Uncertainty, MicroStrategy's Michael Saylor Remains Optimistic","According to U.Today, Michael Saylor, co-founder and chairman of MicroStrategy, has expressed his continued about , despite the current market stagnation. Saylor's statement, 'Bitcoin expands your universe,' comes at a time when Bitcoin's weekend trading activity has hit a record low. Data from cryptocurrency research firm Kaiko reveals that the amount of Bitcoin traded on weekends has fallen to just 16% this year. This represents a significant change in the trading patterns of the leading digital currency, which has traditionally seen strong activity outside of standard market hours. The decrease could indicate a lack of interest among traders due to the ongoing market uncertainty and falling prices. Despite the market's dull periods, Saylor's vision for serves as a rallying cry, with an expected resurgence in interest and trading activity. Bitcoin made headlines at the beginning of 2024 when the first U.S. spot ETFs for the largest digital asset were launched. ETFs from BlackRock and Fidelity attracted substantial inflows, pushing Bitcoin to a record high of $73,798 in March, although demand and pricing have since cooled. The Bitcoin price remains within a broad range. After a drop to lows of $58,414 last Monday, efforts have been made to keep Bitcoin above $60,000. This is a positive sign as it suggests that investors may be purchasing Bitcoin during its decline. Over 20,200 BTC, worth $1.23 billion, were sent to accumulation addresses in a single day, indicating dip buying. However, the lack of a breakout to a new high above $73,777 in the past few weeks has led to a decrease in bullish sentiments across key social media platforms, according to on-chain data by Santiment. This decline in trader enthusiasm could signal a market bottom, Santiment added. At the time of writing, had risen 0.81% in the last 24 hours to $61,387."
2024-06-30,Bitcoin Miners' Earnings Drop Significantly,"According to BlockBeats, miners have seen a significant decrease in their total earnings from trades over the past six days. The total income was less than two Bitcoins, a drastic drop from the record 884 Bitcoins on April 24. Data from Dune Analytics shows that the daily average of rune trades from June 22 to June 28 was 37,820, nearly a 90% decrease from the 331,040 average daily trades from June 9 to June 15. This includes 23,238 trades conducted on June 24, which is the lowest level since the fourth Bitcoin halving event on April 20. Over the past week, rune trades only accounted for 4.9-11.1% of all Bitcoin trades."
2024-06-30,Over $1.23 Billion Worth Of Bitcoin Transferred To Accumulation Addresses In A Single Day,"According to U.Today, a significant shift in the cryptocurrency market was observed as over $1.23 billion worth of was transferred to accumulation addresses in a single day. This move involved more than 20,200 BTC and has drawn the attention of analysts and investors. Accumulation addresses are usually linked with investors who retain their assets for long-term value appreciation, rather than frequent trading. The timing of this transfer is noteworthy as it occurred during a market downturn, with prices falling across the board. Bitcoin's price dropped to $58,414 at the start of the week, the lowest since May 3. This decrease in value led to short-term selling as traders and investors aimed to minimize their losses. However, in this case, a contrarian approach was adopted, with a significant investment made into Bitcoin, indicating a belief that the market might rebound. Crypto analyst Ali reported that this massive transfer could suggest that someone capitalized on the recent dip in ’s price to make a significant purchase. On June 27, over 20,200 BTC, worth $1.23 billion, were moved into accumulation addresses. This behavior is often seen as a bullish signal, and the market's reaction in the aftermath is being closely monitored. Bitcoin has lost approximately 10% of its value in June. It briefly reached $71,000 at the beginning of June but has since been on a steady decline. Since March, the flagship cryptocurrency has been fluctuating in the $60,000 to $70,000 range. At the time of writing, Bitcoin was down 0.26% to $60,916 and has been trading in a narrow range since recovering from Monday's lows of $58,414."
2024-06-29,"Bitcoin's Hash Price Hits Historic Low, Miners Slow Down Investments","According to BlockBeats, Ki Young Ju, the founder and CEO of CryptoQuant, announced on social media on June 29 that the hash price of has reached a historic low. This has led to many mining companies slowing down their investments in mining machines, with some firms turning to other Proof of Work (PoW) currencies to hedge against market uncertainty. The term 'hash price' was coined by Bitcoin mining service company Luxor. It refers to the expected value that can be generated per day per 1 PH/second or 1 TH/second of computing power. This metric quantifies the profit that miners can expect from a specific amount of computing power. The drop in hash price indicates a decrease in the profitability of Bitcoin mining, which has led to a slowdown in investment by mining companies. The shift of some companies towards other PoW currencies is a strategy to hedge against the uncertainty in the market. This move could potentially diversify their investments and reduce the risk associated with the volatility of a single cryptocurrency. However, the overall impact of this shift on the Bitcoin market and the cryptocurrency industry as a whole remains to be seen."
2024-06-29,"Bitcoin's Q2 Performance Lags Behind Gold, Warns Investor Peter Schiff","According to U.Today, investor and financial commentator Peter Schiff has once again criticized , pointing out its underperformance in Q2 compared to gold. Schiff noted that Bitcoin's value has fallen by over 15% as Q2 draws to a close, while gold has recorded a 4% gain during the same period. This disparity has led Schiff to warn investors who may have transitioned from gold ETFs to Bitcoin ETFs, stating that they are now 20% worse off and suggesting that the situation could worsen. Bitcoin's recent price movements indicate a drop from just under $71,000 to approximately $60,800, marking a more than 14% decrease. This decline follows a significant rise earlier in the year, where Bitcoin surged nearly fivefold from its January 2023 lows to a new all-time high above $73,500 in mid-March. Despite this correction, some analysts view it as part of a larger bull market. Julio Moreno from CryptoQuant has observed a decrease in demand, with a reduction of 23,000 Bitcoins in the past 30 days, which he associates with the current price correction. Schiff's comments and Moreno's observations highlight the volatile nature of Bitcoin and the potential risks for investors who switch from traditional assets like gold to cryptocurrencies."
2024-06-29,"Bitcoin(BTC) Surpasses 61,000 USDT with a Narrowed 1.51% Decrease in 24 Hours","On Jun 29, 2024, 01:46 AM(UTC). According to Binance Market Data, has crossed the 61,000 USDT benchmark and is now trading at 61,009.289063 USDT, with a narrowed narrowed 1.51% decrease in 24 hours."
2024-06-29,Bitcoin's Consolidation Predicted by Renowned Trader John Bollinger,"According to U.Today, renowned trader John Bollinger recently shared his prediction on the X social media platform that , the leading cryptocurrency, would continue to consolidate within its current range. Bollinger noted that despite a two- reversal at the lower Bollinger Band, the flagship cryptocurrency failed to achieve a price bounce. On June 25, Bollinger, the creator of one of the most widely used trading tools, stated that the 'lovely' two-bar reversal should have been enough to trigger a price jump. He suggested that the cryptocurrency could potentially test the highs, but this did not occur. Bollinger, in 2021, had expressed that the two-bar reversal was among his favorite trading patterns, even referring to it as his 'bread and butter' trade. He explained that the ideal two-bar reversal happens when both bars are greater than the average true range (ATR), a commonly used market volatility indicator. According to Bollinger, both bars should be big-range bars. The first bar should close outside the upper Bollinger Band followed by a close inside, or vice versa. Bollinger believes this strategy is particularly useful for counter-trend trades. As per CoinGecko data, the price of the leading cryptocurrency is currently at $60,181. It managed to reclaim the $62,000 level earlier today, but the bullish momentum quickly fizzled out."
2024-06-29,Grayscale GBTC Sees Net Outflow Of $27.2 Million,"According to BlockBeats, Grayscale's GBTC experienced a net outflow of $27.2 million on June 29. The data, provided by Farside Investors, indicates a significant movement of funds away from the cryptocurrency investment product. This outflow represents a shift in investor sentiment, possibly due to market fluctuations or changes in investment strategies. The specifics behind this substantial outflow remain unclear. However, it is a noteworthy event in the cryptocurrency market, given the size of the outflow and the prominence of Grayscale's GBTC. Further details or implications of this event are yet to be revealed. The cryptocurrency market is known for its volatility, and such movements of funds can have various impacts. Investors and market watchers will likely be keeping a close eye on further developments."
2024-06-29,"Robert Kiyosaki Predicts Bitcoin Value To Reach $350,000 This Summer","According to U.Today, Robert Kiyosaki, renowned for his book 'Rich Dad Poor Dad' and his active investments in and other speculative assets, has shared his insights on Bitcoin and other 'fast track investments'. He believes these investments, which include Bitcoin and a new asset, lithium, will be highly profitable and in demand in the near future due to their environmental benefits. Kiyosaki uses his business to educate budding entrepreneurs and improve their 'financial '. He has developed a 'cashflow boardgame' that he sells to his customers, which he believes helps investors enhance their financial intelligence. He likens the game to real-life scenarios, where individuals 'graduate' from the 'Rat Race' to the 'Fast Track'. Kiyosaki has been investing in these 'Fast Track' investments for over 30 years. He believes they are 'much more fun' and require a higher 'financial IQ' as they involve more risk but promise higher returns, provided the entrepreneur and their team are savvy in this area. In a recent photo taken in Canada, Kiyosaki and his partner Marin Katusa are seen sitting on a vein of lithium worth $5 million. Kiyosaki reminded his audience that lithium is a 'hot new precious metal', with companies like Tesla having a high demand for it to make electric batteries for its e-vehicles. He believes that 'Lithium helps save the planet', making it a perfect investment asset for him. Despite his interest in lithium, Kiyosaki has not forgotten about . He often repeats in his interviews: 'Gold, Bitcoin, Lithium'. Earlier this month, he made a bold Bitcoin price prediction, stating that BTC may reach a staggering $350,000 by August this year. However, he clarified that he prefers to buy BTC directly and will never invest in a spot Bitcoin ETF."
2024-06-29,Long-Term Bitcoin Holders Sell Off $10 Billion Worth of BTC in May 2024,"According to U.Today, long-term (BTC) holders sold off approximately $10 billion worth of BTC in May 2024, as per data from blockchain analytics firm IntoTheBlock. This significant sell-off, equivalent to around 160,000 BTC, indicates a shift in the behavior of long-term investors. Traditionally, these investors are known to hold onto their assets through market fluctuations, contributing to the overall stability of the BTC price. However, the decision to liquidate such a large portion of their holdings suggests a change in sentiment. June witnessed a slowdown in the sell-off, with long-term holders offloading an additional 40,000 BTC. Although this is significantly less than the volume sold in May, it continues the trend of liquidation among long-term investors. The cumulative effect of these sales has contributed to the overall bearish sentiment in the market, impacting Bitcoin's price significantly. Over the past 30 days, Bitcoin's price has dropped by 10.03%, reflecting the market's reaction to the increased selling pressure. Currently, Bitcoin is trading at $61,343, a noticeable decline from its previous levels. Several factors could be influencing long-term holders to liquidate their . Given Bitcoin's substantial appreciation over the past few years, long-term holders might be capitalizing on their . Many of these investors acquired BTC at significantly lower prices, and the current levels offer an attractive opportunity to realize profits. Broader economic trends, such as interest rate changes, inflation concerns, and geopolitical events, can also impact investor behavior. Long-term holders might be reallocating their portfolios in response to these macroeconomic shifts. However, the sustained sell-off by long-term holders raises questions about the future trajectory of the Bitcoin price."
2024-06-29,"Bitcoin(BTC) Drops Below 61,000 USDT with a Narrowed 0.29% Increase in 24 Hours","On Jun 29, 2024, 18:35 PM(UTC). According to Binance Market Data, has dropped below 61,000 USDT and is now trading at 60,992.078125 USDT, with a narrowed narrowed 0.29% increase in 24 hours."
