Date,Title,Content
4/15/2024,Grayscale GBTC Sees Net Outflow of Approximately $110 Million,"According to BlockBeats, on April 16th, data from Farside Investors revealed that Grayscale's GBTC experienced a net outflow of approximately $110 million. This significant financial movement indicates a shift in investor behavior towards the digital asset investment product. Grayscale's GBTC, a popular investment vehicle for institutional and retail investors, allows exposure to Bitcoin without the need to directly own the cryptocurrency. The recent net outflow suggests a decrease in demand for this product, which could potentially impact its market value. However, it's important to note that fluctuations in inflows and outflows are common in the investment world and do not necessarily indicate a long-term trend. Investors and market watchers will be closely monitoring the situation to determine if this is a temporary shift or a sign of a broader change in the digital asset market."
4/15/2024,"Bitcoin (BTC) Drops Below 65,000 USDT with a Narrowed 1.62% Increase in 24 Hours","On Apr 15, 2024, 14:41 PM (UTC). According to Binance Market Data, Bitcoin has dropped below 65,000 USDT and is now trading at 64,993.921875 USDT, with a narrowed 1.62% increase in 24 hours."
4/15/2024,"Bitcoin's 'End Run' Completed, Suggests Veteran Trader Peter Brandt","According to U.Today, Bitcoin, the leading cryptocurrency by market capitalization, experienced a significant drop over the weekend, reaching lows of $60,822 before partially recovering to approximately $64,438. The exact reason for the market downturn remains uncertain, but some speculate that reduced liquidity may have contributed to the lower prices. In response to the market crash, seasoned trader Peter Brandt offered his perspective, suggesting that Bitcoin has completed an 'end run'. The term 'end run' typically refers to a strategic move that involves bypassing a challenge or obstacle. In the context of Bitcoin, it could suggest that the market has navigated a difficult situation due to its price crash near $60,000. Brandt's 'end run' comment might also hint at the completion of a specific pattern in Bitcoin's price movement. Brandt identified a pattern in the Bitcoin chart that resembles a symmetrical triangle pattern. This pattern usually indicates a period of consolidation before the price is compelled to break out or down. A breakdown from the lower trend line signals the beginning of a new bearish trend, while a breakout from the higher trend line signifies the start of a new bullish trend. In the chart, Brandt referred to the breakdown from this pattern as the 'end run'. Previously, Brandt had predicted that Bitcoin's bull run would peak at $200,000 by August or September 2025, revising his initial forecast of $120,000. His recent remarks might suggest that the recent price drop is a healthy correction within a larger positive trend, possibly indicating a sense of completion and readiness for the next phase of Bitcoin's price movement. However, without additional details, Brandt's assertion of the 'end run' being completed remains subject to interpretation."
4/15/2024,"Bitcoin (BTC) Drops Below 64,000 USDT with a 0.21% Decrease in 24 Hours","On Apr 15, 2024, 15:02 PM (UTC). According to Binance Market Data, Bitcoin has dropped below 64,000 USDT and is now trading at 63,888.980469 USDT, with a 0.21% decrease in 24 hours."
4/15/2024,CEO Of Cardone Capital Plans To Sell His Beachfront Villa For 646 Bitcoins,"According to Foresight News, Grant Cardone, the CEO of Cardone Capital, is planning to sell his beachfront villa for 646 Bitcoins, which is approximately 42.03 million USD. Cardone expressed his preference for owning more Bitcoins or residences over investing in a single location. The villa, located at 605 Ocean Drive, Golden Beach, Florida, spans 0.06 acres and covers an area of 10,275 square feet. It features six bedrooms and a swimming pool, with a private beach stretching 100 feet into the Atlantic Ocean."
4/15/2024,"Bitcoin (BTC) Surpasses 66,000 USDT with a 2.89% Increase in 24 Hours","On Apr 15, 2024, 06:19 AM (UTC). According to Binance Market Data, Bitcoin has crossed the 66,000 USDT benchmark and is now trading at 66,030.476563 USDT, with a 2.89% increase in 24 hours."
4/16/2024,"Bitcoin (BTC) Drops Below 62,000 USDT with a 4.54% Decrease in 24 Hours","On Apr 16, 2024, 04:45 AM (UTC). According to Binance Market Data, Bitcoin has dropped below 62,000 USDT and is now trading at 61,934.878906 USDT, with a 4.54% decrease in 24 hours."
4/16/2024,Grayscale's Bitcoin Holdings Halve in Three Months Following US Spot Bitcoin ETF Launch,"According to Foresight News, since the launch of the US spot Bitcoin ETF on January 11, Grayscale's GBTC Bitcoin holdings have halved in about three months, from 619,220 to around 311,621. However, given the simultaneous rise in Bitcoin prices since the launch of the spot ETF, the decline in dollar assets managed by GBTC is smaller, falling from $28.7 billion on January 11 to the current price of $19.8 billion, a drop of 31%. GBTC charges much higher fees than its competitors, currently at 1.5%, while BlackRock's IBIT currently charges only 0.12%. GBTC's market share has dropped from 100% on January 11 to 37.3% yesterday. During this period, BlackRock's IBIT gained a 32.2% share, with FBTC ranking third, accounting for 17.8%. The total assets held by all US spot Bitcoin ETFs are currently close to 840,000 , accounting for more than 4% of the total Bitcoin supply of 21 million."
4/16/2024,Report: Bitcoin Halving Event Could Encourage More Sustainable BTC Mining Practices,"According to Cointelegraph: With the upcoming Bitcoin halving, there could be a shift towards sustainable energy sources for Bitcoin mining as miners seek to optimize capital efficiency. The halving will see Bitcoin block rewards reduced from 6.25 BTC to 3.125 BTC. With the continual increase in the Bitcoin hash rate, mining profitability may decrease, driving miners to explore more cost-effective means such as renewable energy, according to Matteo Greco, research analyst at Fineqia International. China’s Bitcoin mining hash rate. Source: ESG Forecast Bitcoin's reputation has suffered due to its significant energy consumption and dependency on fossil fuels. However, since the start of 2024, over 54.5% of Bitcoin's energy consumption is said to be powered by renewable energy sources, according to the Bitcoin ESG Forecast. China, a known powerhouse in Bitcoin mining, is also making strides towards greener Bitcoin mining even in the face of a nationwide ban on the activity. Despite the prohibition, China presently contributes around 15% to the global Bitcoin hash rate, with a majority of miners using hydroelectric power, which is abundant and affordable during the region's wet months, according to Daniel Batten of CH4 Capital. China precipitation. Source: ESG Forecast The report also notes that several retail Bitcoin miners are operating at a loss, primarily using the process as a means to convert Chinese yuan to U.S. dollars, indicating interest in cryptocurrency mining beyond just profitability."
4/16/2024,Bitcoin Analyst Predicts BTC to Outperform Gold Market Cap,"According to U.Today, Bitcoin analyst Willy Woo has made a bold prediction that Bitcoin will surpass the gold market cap once ETFs have completed their role. suggests that the recently launched Bitcoin ETFs could potentially bring Bitcoin price targets to $91,000 at the bear market bottom and $650,000 at the bull market top. These targets, however, may not be achievable in this cycle due to the lengthy process of capital deployments. Woo's forecast is based on the assumption that the $100 trillion managed by asset managers typically has a 2% allocation recommendation. This would result in an estimated $2 trillion potential allocation into Bitcoin, a figure that Woo believes could increase over time. Currently, Bitcoin holds $561,159,959 of investment, according to on-chain data. An inflow of $2 trillion would raise this amount to over $2.56 trillion. Using the MVRV to calculate market cap versus money invested, which is a ratio of 5x in bull market tops and 0.7x in bear market bottoms, this would translate to market capitalizations of $12.8 trillion and $1.8 trillion, respectively. This would equate to $650,000 and $91,000 for the Bitcoin price in bull and bear market scenarios, respectively. Excluding other self-custody inflows, is of the opinion that Bitcoin could indeed surpass gold capitalization by the time the asset manager capital is deployed. Given that gold experienced a 12-year bull run after its ETF was approved, Bitcoin may follow a similar trajectory. At the time of writing, Bitcoin was up 0.49% in the last 24 hours to $64,524. Bitcoin's dominance in the crypto market has reached a three-year high, reflecting strong demand for U.S. exchange-traded funds that hold the largest digital asset, as well as a challenging era for smaller tokens. According to CoinMarketCap data, Bitcoin accounted for about 55% of the $2.4 trillion cryptocurrency market as of the end of last week, a level not seen since April 2021."
4/16/2024,"Bitcoin (BTC) Drops Below 63,000 USDT with a 3.53% Decrease in 24 Hours","On Apr 16, 2024, 03:41 AM (UTC). According to Binance Market Data, Bitcoin has dropped below 63,000 USDT and is now trading at 62,947.789063 USDT, with a 3.53% decrease in 24 hours."
4/16/2024,"Analysts Consider Potential for Bitcoin Price Dip As Low As $40,000 Amid Market Uncertainty","According to Cointelegraph: After a recent drop of up to 15%, Bitcoin currently hovers around $62,000, prompting commentators to consider potential lower targets for the market's floor, with some speculating that it could plunge to as low as $40,000. BTC/USD 1-week chart with 10 SMA. Source: TradingView Mark Cullen, a well-known analyst, envisions an imminent downturn to approximately $59,000 using the Elliott Wave technique. This dip would represent Bitcoin's lowest price point since late February, marking nearly a 20% drawdown from recent all-time highs. Matthew Hyland, another analyst, pointed out that Bitcoin has lost the support of its 10-week simple moving average (SMA), currently at $64,130. He suggested that the weekly close would indeed be critical, as full candles below the 10-week SMA were last observed in mid-2023. Source: Binh Dang Meanwhile, Binh Dang of CryptoQuant used the adjusted cumulative value days destroyed (CVDD) metric to argue that Bitcoin might remain lower for longer before reconsidering its highs. He noted that despite evident deeper corrections in history, the current geopolitical impetus for the downturn is unlikely to spur panic seen during instances like the COVID-19 cross-market crash in March 2020. As a ""worst-case"" scenario, a trip to just under $40,000 could be possible following his chart's 'Phase 1' line. This uncertainty calls for careful market monitoring and strategic investment decision-making from Bitcoin enthusiasts and investors."
4/16/2024,Gold Proponent Peter Schiff Challenges Bitcoin ETF Demand and $100K BTC Price Predictions,"Accoridng to Cointelegraph: Gold advocate Peter Schiff has expressed skepticism regarding the optimistic Bitcoin price targets set by market experts, who project it could reach $100,000 in the ongoing bull run. Schiff, a vocal critic of Bitcoin, raised doubts about the demand stimulated by spot Bitcoin exchange-traded funds (ETFs) in the current market. Source: Peter Schiff Schiff took to X on April 16, pointing out the bearish performance of several Bitcoin-linked equity markets such as Coinbase, MicroStrategy, and Galaxy Digital amongst others. He questioned why the stocks of companies associated with Bitcoin do not reflect the supposedly high demand for the cryptocurrency. Despite failing to clarify a timeline for these losses, he revealed that Coinbase is down by 21%, Galaxy Digital by 26%, MicroStrategy by 33%, and several Bitcoin mining stocks by double digits. Source: Cryptofucius However, these comments have elicited responses from Bitcoin advocates who accuse Schiff of selective use of data. These critics underline that despite the recent downturn, Bitcoin and crypto-linked stocks have significantly outperformed traditional market stocks since the beginning of 2024. Critics also pointed to the fact that historical patterns show Bitcoin has a tendency to dip pre-halving but gains momentum post-halving. The Bitcoin halving event will occur later this week. This highlights an ongoing debate in the crypto world, pitting advocates of traditional stores of value against proponents of digital, decentralized assets like Bitcoin."
4/16/2024,"Bitcoin ETFs Expected To Boost Demand For BTC Spot, Says Canaccord Genuity","According to Foresight News, investment bank Canaccord Genuity stated at its digital assets seminar that Bitcoin ETFs are driving additional demand for the spot itself, potentially creating a significant multiplier effect. Many retail and institutional investors may find the underlying BTC spot more attractive than ETFs, as there may be more ways to hedge and generate HODL returns as the asset class matures. Canaccord predicts that in the coming months, Bitcoin spot ETFs will be added to multiple Registered Investment Advisor (RIA) platforms and large brokerage firms. This is particularly true for sovereign wealth funds, which may have already invested in Bitcoin and are expected to announce such investments in the coming months. With the new FASB accounting standards and ongoing inflation concerns, more businesses may follow MicroStrategy's lead and start buying Bitcoin."
4/16/2024,"Bitcoin (BTC) Drops Below 62,000 USDT with a 3.04% Decrease in 24 Hours","On Apr 16, 2024, 15:02 PM (UTC). According to Binance Market Data, Bitcoin has dropped below 62,000 USDT and is now trading at 61,927.539063 USDT, with a 3.04% decrease in 24 hours."
4/16/2024,"MicroStrategy Outperforms Bitcoin, Anticipates Halving Event","According to U.Today, Michael Saylor, the founder and former CEO of MicroStrategy, who now leads the company's Bitcoin investment strategy, recently shared a post dedicated to Bitcoin on his Twitter account. The post, which included a cryptic image of an android with a Bitcoin symbol on its eye, drew various reactions from the Bitcoin community. Some expressed support and admiration for Bitcoin and its anonymous creator, Satoshi Nakamoto, while others criticized the high transaction fees associated with Bitcoin. Saylor did not respond to any of the comments. In another tweet, Saylor highlighted how MicroStrategy's Bitcoin strategy has led to significant profits for the company. Since August 2020, when MicroStrategy began regularly purchasing large amounts of Bitcoin, the company's stocks have surged by 1,097%. In comparison, Bitcoin itself has seen a smaller but still notable increase of 463%. Meanwhile, gold has only increased by 16%, silver has decreased by 1%, the S&P 500 index has gained 52%, Nasdaq has risen by 47%, and bonds have fallen by 21%. The Bitcoin community is currently anticipating the upcoming Bitcoin halving event, which will reduce miners' rewards by half, leaving them with 3.125 Bitcoin for each new block. This event, which is expected to occur in four days, is predicted to cause the price of Bitcoin to surge due to the increased scarcity of the cryptocurrency. Currently, 900 Bitcoin are added to the circulating supply each day, but after the halving event, this number will be reduced to 450."
4/16/2024,Bitcoin Depot's Revenues Remain Steady Amid Turbulent Crypto Market,"According to Cointelegraph: Despite the high volatility of the cryptocurrency market, Bitcoin Depot, a leading Bitcoin ATM operator, reports no correlation between its revenues and Bitcoin's price fluctuations. According to the company's annual 10-K report filed on April 15, even amid Bitcoin's price volatility, the firm's revenues remained unaffected, illustrating the robustness of its business model. Bitcoin price (from January 2022 to January 2024). Source: CoinGecko Bitcoin Depot's revenues for 2023 and 2022 were $689 million and $647 million, respectively, demonstrating remarkably steady performance even as Bitcoin's price underwent turbulent shifts. This, according to Bitcoin Depot, is primarily due to the nature of its services. Top Bitcoin ATM operators worldwide as of April 16, 2024. Source: CoinATMRadar Based on customer surveys, the firm reported that a majority of its users employ its products and services for non-speculative purposes, including money transfers, international remittances, and online purchases. To further insulate its operations from Bitcoin's volatility, the company maintains a relatively low balance of the crypto asset. As one of the world's leading cryptocurrency ATM operators, Bitcoin Depot runs a vast network of more than 7,000 Bitcoin ATM machines globally and continues to perform stably despite the fickleness of the crypto market. This resilience underscores the enduring demand for accessible and convenient crypto services."
4/16/2024,"Bitcoin (BTC) Surpasses 63,000 USDT with a 0.29% Decrease in 24 Hours","On Apr 16, 2024, 20:46 PM (UTC). According to Binance Market Data, Bitcoin has crossed the 63,000 USDT benchmark and is now trading at 63,011.71875 USDT, with a 0.29% decrease in 24 hours."
4/16/2024,Exploring the Impact of Bitcoin Halving on the Altcoin Market,"According to Cointelegraph: In light of the upcoming Bitcoin halving, altcoins are expected to react in different ways, depending on various factors including their tokenomics, value propositions, and contributions to financial freedom. The reduction of Bitcoin rewards for mining, known as ""halving,"" affects not only Bitcoin, but also the myriad altcoin ecosystems it has sparked over the years. Exploring the Impact of Bitcoin Halving on the Altcoin Market Five crucial dimensions of altcoins will be influenced by the Bitcoin Halving 2024:  market sentiment, market price, technology stack, blockchain forks, and allocation of reserves. Several factors, including Bitcoin's 2024 price appreciation and investor sentiment, point to a potential altcoin boom post-halving. Source: Casey Rodarmor, the creator of Bitcoin ordinal NFTs As altcoins adapt to evolving technology, consistent support from the developer community will be critical. Advancements in the Bitcoin network can serve as a blueprint for altcoin ecosystems to cater to increased public demand for faster transactions, better utility, and potential price appreciation. As Bitcoin prices continue to influence the altcoin ecosystem, consensus-based blockchain forks may provide solutions for addressing disagreements within the community. Diversification of Bitcoin reserves into altcoins is also a strategy being anticipated post-halving. With both changes and opportunities abound, investors need to conduct their own research when considering new altcoin investments, with a particular focus on understanding a project's fundamentals and growth prospects."
4/16/2024,"Bitcoin (BTC) Surpasses 63,000 USDT with a 4.35% Decrease in 24 Hours","On Apr 16, 2024, 11:55 AM (UTC). According to Binance Market Data, Bitcoin has crossed the 63,000 USDT benchmark and is now trading at 63,124.171875 USDT, with a 4.35% decrease in 24 hours."
4/16/2024,Bitcoin Miners Face Revenue Decline Due to Upcoming Code Update,"According to Bloomberg, Bitcoin miners are bracing for a significant drop in their revenue due to a forthcoming code update for the leading cryptocurrency. This update, known as the 'halving', is scheduled to occur later this week and will drastically cut the rewards miners receive for validating transactions on the blockchain. Bitcoin mining is a process that requires substantial energy, where miners use specialized computers to validate transactions on the blockchain. In return, they earn a reward in the form of Bitcoin tokens. This reward, which constitutes the majority of mining revenue, is halved every four years due to a preprogrammed event known as the halving. The impending halving, the fourth since 2012, will decrease the Bitcoin reward from 900 to 450 tokens in daily production. In the face of this challenge, miners are hoping for increased demand from new spot Exchange-Traded Funds (ETFs) to push Bitcoin prices higher and offset the negative impact of the halving. The digital asset has seen a surge since traditional asset management firms launched these ETFs in January. These funds have drawn billions of dollars from a broader range of investors, extending beyond the crypto-native communities. However, predicting Bitcoin prices in the short term remains a challenge. 'I think it is very hard to predict Bitcoin prices on any kind of short-term time frame. But over the course of years, I think you have seen a steady course of adoption,' said an unidentified source."
4/16/2024,Dormant Satoshi-Era Bitcoin Wallet Reactivated Amid Market Fluctuations,"According to U.Today, a dormant Bitcoin wallet, inactive since the Satoshi Nakamoto era, has been reactivated. The wallet, which contains Bitcoin worth millions of dollars, was reactivated following Bitcoin's significant drop and subsequent partial recovery. The blockchain address, which holds 50 valued at $3,314,211 at the time of the announcement, had been untouched for 14 years. The last Bitcoin activity in this wallet was in 2010, the year when Bitcoin's enigmatic creator, Satoshi Nakamoto, decided to step back from Bitcoin and vanished, leaving his creation in the hands of a few dedicated developers. In recent months, several dormant cryptocurrency wallets, inactive for 10-14 years, have been noticed to awaken. These wallets hold early mined or purchased Bitcoin coins, as well as Ethereum acquired during the 2014 ICO. Typically, many holders choose to sell their old holdings after a decade, aiming to profit from the surge in BTC or prices. However, in many instances, users only manage to recover their long-lost private keys by now. Over the past weekend, Bitcoin experienced a significant drop of more than 12%, falling from the recently regained $70,900 to $61,970. This drop is believed to be due to a new development in the Middle East. However, Bitcoin has since recovered by more than 7%, reaching $66,342 – the price at which it is currently trading. MicroStrategy's founder, Michael Saylor, recently shared a graph on the X platform showing his company outperforming Bitcoin. The graph indicates that since August 2020, when the company began regular Bitcoin purchases to add to its balance sheet, MSTR's price has risen by an impressive 1,097%. During the same period, Bitcoin appreciated by 463%, with gold increasing only by 16% and silver decreasing by 1%. MicroStrategy has acquired its Bitcoin in recent years by issuing Convertible Senior Notes and other similar types of securities to raise funds from investors to purchase additional Bitcoin."
4/17/2024,"Bitcoin (BTC) Drops Below 62,000 USDT with a 1.15% Decrease in 24 Hours","On Apr 17, 2024, 14:13 PM (UTC). According to Binance Market Data, Bitcoin has dropped below 62,000 USDT and is now trading at 61,968.011719 USDT, with a 1.15% decrease in 24 hours."
4/17/2024,Predicted Net Outflow of 924 BTC Post US Stock Market Opening,"According to BlockBeats, on April 17th, data analyst Yu Jin predicts a net outflow of approximately 924 from ETF custody addresses after the opening of the US stock market. The outflow is expected to come from Grayscale (GBTC) and Ark Invest (ARKB), which are projected to lose around 1,470 BTC. On the other hand, the remaining nine ETFs are expected to see an inflow of approximately 546 BTC. Currently, the eleven BTC spot ETFs collectively hold 840,208 BTC, equivalent to about 52.72 billion USD."
4/17/2024,S&P 500's Dip Below 50-Day Moving Average May Impact Bitcoin,"According to U.Today, the S&P 500 has recently closed below its 50-day moving average for the first time in five months. This event, considered one of the most bullish for the U.S. stock market this year, could potentially impact Bitcoin and the broader cryptocurrency market. The correlation between the stock market and Bitcoin is largely due to investor sentiment. When significant stock indexes like the S&P 500 experience a downturn, it can cause investors across all markets to become apprehensive. This nervousness might lead them to reconsider their investments in perceived riskier assets like Bitcoin. Currently, Bitcoin's price is at a crucial juncture, grappling with the $60,000 mark, a significant psychological level. If Bitcoin manages to maintain above this level and ascend further, the next key level to monitor would be around $67,000, a point where Bitcoin has previously faced resistance. However, if it drops below $60,000, the next support is expected around the $50,000 area, which could potentially cushion a falling price. In the past, Bitcoin has often moved independently, sometimes disregarding the stock market's performance. However, as more traditional stock investors venture into the crypto space, Bitcoin's price movements are beginning to mirror the stock market more closely. This connection suggests that a downturn in the stock market could lead to cautious trading in the cryptocurrency market. If the stock market continues to decline, Bitcoin might also feel the pressure. On the other hand, if the stock market recovers and begins to rise, it could provide Bitcoin with the momentum it needs to challenge its previous highs. The coming days could be critical as investors in both markets monitor these movements. The main takeaway is that the U.S. market's asset movements continue to significantly influence Bitcoin and the cryptocurrency market."
4/17/2024,Bitcoin Devcon Set To Take Place In Hong Kong Science Park,"According to Foresight News, the Bitcoin Developer Conference (Bitcoin Devcon) is scheduled to take place on May 7-8 at the Hong Kong Science Park. The event will include a hackathon on May 7 and a demonstration day on May 8. Salus, the security partner for the event, will provide the following sponsorship scheme: a $3000 audit and penetration for the first place, a $2000 audit and penetration for the second place, and a $1500 audit and penetration for the third place. Salus has stated that it will assist all project CMC public price rapid listing services. It will provide a security audit gold discount according to the security service audit or penetration quotation ratio and offer security consulting services to all project parties. Salus is a ecosystem audit company that has previously provided security services to Bouncebit, Polyhedra, Babylon, and Nubit."
4/17/2024,"Top Five Bitcoin Miners Hold, Not Selling in Anticipation of Major Bitcoin Halving Event","According to Cointelegraph: In a deviation from historical trends, the top five Bitcoin mining firms are retaining their Bitcoin (BTC) holdings, unaffected by the looming Bitcoin halving event. Collectively, these firms have slowed selling to a two-year low in Q1 2024, with approximately 2,000 BTC sold, as per the Bitwise report dated April 10. This upcoming Bitcoin halving will involve a 50% issuance reduction, taking Bitcoin block rewards down from 6.25 BTC to 3.125 BTC per block mined. Usually, this event could influence a significant dip in BTC mining revenue, primarily due to the increasing Bitcoin hash rate, affecting profitability for miners. Interestingly, Bitcoin miner revenue soared by 30% quarter-over-quarter, rising above $4.5 billion despite predictions of gloomy outcomes. The CEO of Acheron Trading, Laurent Benayoun, indicated that miner revenues might not necessarily fall in U.S. dollar terms post-halving due to rising network fees. Historically, however, Bitcoin miner revenue has seen considerable declines in the aftermath of halvings; post-2020 and 2016 halvings saw revenues drop by 40% and 51% respectively within a month. Marathon Digital tops the list of the big five, generating over 2,500 BTC in Q1 2024, albeit down from over 4,000 BTC in Q4 2023. The Bitcoin miners worldwide cumulatively hold over 700,000 BTC, representing 3.4% of the total Bitcoin supply."
4/17/2024,Mysterious 'Mr.100' Acquires Large Amounts of Bitcoin Ahead of Halving,"According to BlockBeats, a mysterious entity known as 'Mr.100' has been significantly increasing their Bitcoin holdings as the Bitcoin halving approaches. Over the past three days, 'Mr.100' has purchased nearly all newly mined Bitcoin. On April 15, they bought 800 , followed by 600 BTC on April 16, and 400 BTC on April 17. The total amount of Bitcoin purchased by 'Mr.100' has now surpassed the combined purchases of BlackRock and Fidelity. The Bitcoin halving, a pre-scheduled event that reduces the number of new Bitcoins created and earned by miners, is seen as a significant event in the cryptocurrency market. It is often associated with a surge in the price of Bitcoin, as the reduced supply of new coins can lead to increased demand. The actions of 'Mr.100' suggest that they are anticipating a similar surge following the upcoming halving. The identity of 'Mr.100' remains unknown, but their recent activity has attracted significant attention in the cryptocurrency community. The large volume of Bitcoin they have acquired indicates a strong belief in the future value of the cryptocurrency. The fact that their purchases have outpaced those of major investment firms like BlackRock and Fidelity further underscores the significance of their actions."
4/17/2024,"Bitcoin (BTC) Drops Below 60,000 USDT with a 3.24% Decrease in 24 Hours","On Apr 17, 2024, 16:06 PM (UTC). According to Binance Market Data, Bitcoin has dropped below 60,000 USDT and is now trading at 59,922.601563 USDT, with a 3.24% decrease in 24 hours."
4/17/2024,Peter Schiff Challenges Mike Novogratz's Bullish Bitcoin Forecast,"According to U.Today, renowned financial expert and banker Peter Schiff has questioned the recent bullish Bitcoin forecast made by crypto mogul Mike Novogratz. Schiff, who is known for his skepticism towards Bitcoin, has challenged Novogratz's prediction that the influx of buyers through Bitcoin ETFs will significantly increase the digital asset's value. Novogratz had suggested that many Bitcoin ETF buyers, who are new to the crypto space, would act as long-term holders. However, Schiff dismissed this idea, describing them as opportunistic traders instead. He suggested that these 'Johnny-come-lately' buyers lack the conviction of true Bitcoin believers and are merely testing the waters. Schiff also implied that these investors would likely be the first to leave if the market conditions become unfavorable. Schiff's skepticism also extends to the broader implications for Bitcoin-related equities. He highlighted the downturn in various Bitcoin-related stocks, including Coinbase's COIN, GLXY, MSTR, WGMI, MARA, BITF, and . He questioned why these assets are struggling despite the purported bullish sentiment surrounding Bitcoin ETFs. Schiff's critique adds to the ongoing debate over Bitcoin's future trajectory and the potential impact of institutional investment vehicles like ETFs. While Novogratz remains optimistic about Bitcoin's prospects, Schiff's critical viewpoint underscores the divergent opinions within financial circles regarding the crypto's long-term prospects and investment appeal."
4/17/2024,Bitcoin Faces Downward Pressure with Theoretical 14% Decline Predicted Amidst Geopolitical Tense Climate,"According to Cointelegraph: Bitcoin (BTC) has undergone a correction of 13.65% within roughly a month of establishing a new all-time high of approximately $73,800. As of April 17, BTC/USD is trading at a low of about $62,622, sparking questions whether Bitcoin's price is set to crash once again amid Bitcoin Halving 2024. BTC/USD daily price chart. Source: TradingView Contributing factors to the price drop are pressures from Bitcoin ETF outflows, escalated geopolitical conflict in the Middle East, and the expected increase in US interest rates. BTC/USD daily price chart ft. triple top breakdown scenario. Source: TradingView In the past 30 days, Bitcoin has been unable to exceed its all-time high on three occasions. This has led to the formation of a triple-top technical pattern, hinting at increased selling pressure preventing further BTC gains. BTC/USD daily price chart (zoomed-in). Source: TradingView If Bitcoin should close below the $63,500 triple-top support level on April 17, its downside target for April or May is expected to be around $54,650, marking a reduction of about 14.25% from current price levels. BTC/USD daily price chart ft. Wyckoff Distribution Method. Source: TradingView Further downside pressures are evident from analysis based on the well-known Wyckoff method. Stockmoney Lizards have reported that Bitcoin, at present, seems to reflect the trends often observed during a Wyckoff Distribution Model, signaling declining demand and potential downward movement. BTC/USD daily price chart ft. an Adam and Eve bullish reversal setup. Source: TradingView/X Despite current market uncertainty, some Bitcoin market segments continue to express optimism about a possible extended BTC bull run over the coming months. Data analytics platform CryptoQuant also reveals a maximum level of Bitcoin withdrawals from exchanges since January 2023, indicating strong accumulation during the recent price dips. Bitcoin exchange netflows. Source: CryptoQuant"
4/17/2024,"Bitcoin Halving Expected To Boost BTC Price, Says Former MicroStrategy CEO","According to U.Today, Michael Saylor, the founder and former CEO of MicroStrategy, has highlighted the potential impact of the upcoming Bitcoin halving on the cryptocurrency's price. Saylor, who is now focused on the company's Bitcoin strategy, recently used his Twitter platform to discuss the significance of the halving event. In a tweet accompanied by a short video, Saylor stated, 'Bitcoin moves money forward.' The video illustrated the increasing number of pizzas one could buy with a single Bitcoin from its inception to the present day. The underlying message was that while traditional fiat currency has been depreciating over time, Bitcoin's value has been on the rise. Although the video did not explicitly mention the Bitcoin halving, it did note that 'every four years the future supply of Bitcoin is reduced.' With the Bitcoin halving just three days away, influencers are increasingly emphasizing the importance of this event for the Bitcoin community. Bitcoin halvings, which reduce the future supply of Bitcoin, have historically led to a surge in the cryptocurrency's price. For instance, Bitcoin reached an all-time high (ATH) of $20,000 in 2017 following the 2016 halving. Similarly, after the April 2020 halving, Bitcoin's price soared to a historic peak of $69,000. This year, Bitcoin achieved a new ATH of nearly $73,000 in March, even before the halving, largely due to a significant Bitcoin buying spree initiated by spot Bitcoin ETFs in January. Samson Mow, a prominent figure in the crypto world, also anticipates that Bitcoin will reach its 'Omega time' shortly after the halving."
4/17/2024,"Bitcoin's Recent Price Drop Is Typical Pre-Halving Fluctuation, Says CryptoQuant","According to U.Today, Bitcoin's recent 16.65% price drop has caused concern among traders, especially with the fourth halving of the cryptocurrency just days away. However, data analysis firm CryptoQuant suggests that this is not an anomaly, but a typical pre-halving price fluctuation observed in previous halving cycles. Historically, significant price collapses have occurred before each halving cycle. For example, before the second halving, Bitcoin's price dropped by 40.36%, bottoming out at $465, before surging to an all-time high of $19,600. Similarly, before the third halving, there was a 20.35% decrease, with Bitcoin's price reaching $8,078 before climbing to an astounding peak of $69,000. In the context of the current halving cycle, the recent 16.65% decrease in Bitcoin's price is well within the expected range of pre-halving fluctuations. This pattern, although it may vary in percentages, has consistently repeated itself across each halving cycle. Therefore, CryptoQuant suggests there is no need for undue alarm or panic. Despite the recent price decline, CryptoQuant remains optimistic about the future prospects of Bitcoin and the crypto market as a whole. The path to the current cycle's peak is still open, and according to CryptoQuant, the market is still at the beginning of this journey. This perspective underscores the importance of a long-term investment strategy and the need to remain patient and informed amid market fluctuations. In conclusion, while the recent 16.65% decline in Bitcoin's price may have caused concern and uncertainty on the crypto market, historical data and insights suggest that this is a typical and anticipated pre-halving price fluctuation. Understanding these patterns and maintaining a strategic and informed approach can empower investors to navigate the market with confidence and resilience."
